,Unnamed: 0,CheckingAccountBalance,DebtsPaid,SavingsAccountBalance,CurrentOpenLoanApplications,LoanPayoffPeriodInMonths,LoanReason,RequestedAmount,InterestRate,Co-Applicant,YearsAtCurrentEmployer,YearsInCurrentResidence,Age,RentOrOwnHome,TypeOfCurrentEmployment,NumberOfDependantsIncludingSelf,WasTheLoanApproved
632,412,debt,delayed,some,2,8,other,1164,3,none,10+,4,51,free,self,2,Y
633,369,none,delayed,some,3,12,goods,1935,4,none,10+,4,43,owned,skilled,1,Y
634,411,none,delayed,some,2,18,goods,3780,3,none,1,2,35,owned,self,1,Y
635,295,high,paid,medium,1,10,auto,1240,1,none,10+,4,48,free,unskill,2,N
636,28,debt,paid,medium,1,12,goods,674,4,none,7,1,20,owned,skilled,1,N
637,344,none,delayed,some,2,33,busin,2764,2,none,4,2,26,owned,skilled,1,Y
638,450,debt,delayed,some,2,36,goods,5371,3,guarant,4,2,28,owned,skilled,1,Y
639,190,debt,paid,some,1,12,auto,1372,2,none,7,3,36,owned,skilled,1,N
640,1,some,delayed,some,1,12,goods,1424,4,none,7,3,26,owned,skilled,1,Y
641,77,debt,paid,some,2,12,auto,697,4,none,1,2,46,owned,skilled,1,N
642,178,high,delayed,high,1,15,auto,2360,2,none,4,2,36,owned,skilled,1,Y
643,334,high,delayed,none,2,24,goods,3148,3,none,4,2,31,owned,skilled,1,Y
644,7,debt,paid,some,1,36,auto,3249,2,none,7,4,39,free,self,2,Y
645,158,some,paid,high,2,48,auto,8358,1,none,1,1,30,owned,skilled,1,Y
646,305,debt,paid,some,2,30,goods,4583,2,guarant,4,2,32,owned,skilled,1,Y
647,223,debt,paid,some,1,48,busin,4308,3,none,1,4,24,rent,skilled,1,N
648,314,high,delayed,none,2,10,goods,1347,4,none,7,2,27,owned,skilled,1,Y
649,474,debt,delayed,high,2,6,goods,338,4,none,10+,4,52,owned,skilled,1,Y
650,127,some,paid,some,1,12,goods,1331,2,none,1,1,22,owned,skilled,1,N
651,498,none,paid,some,1,24,busin,1258,4,none,7,1,25,owned,skilled,1,Y
652,289,some,paid,medium,1,12,busin,841,2,none,7,4,23,rent,unskill,1,Y
653,510,debt,paid,some,1,48,auto,7763,4,none,10+,4,42,free,self,1,N
654,127,some,paid,some,1,12,goods,1331,2,none,1,1,22,owned,skilled,1,N
655,292,high,paid,some,1,15,goods,2327,2,none,1,3,25,owned,unskill,1,N
656,10,debt,paid,some,1,24,auto,2924,3,guarant,4,4,63,owned,skilled,2,Y
657,285,none,paid,none,1,42,goods,7166,2,none,7,4,29,rent,skilled,1,Y
658,340,some,paid,medium,1,36,goods,9034,4,co-app,1,1,29,rent,self,1,N
659,351,none,paid,some,1,18,goods,1533,4,co-app,1,1,43,owned,unskill,2,N
660,481,some,paid,some,1,8,goods,760,4,guarant,7,2,44,owned,unskill,1,Y
661,36,some,paid,some,2,12,auto,1223,1,none,10+,1,46,rent,skilled,1,N
662,109,none,paid,none,1,36,auto,3079,4,none,4,4,36,owned,skilled,1,Y
663,501,some,delayed,high,2,27,goods,2520,4,none,4,2,23,owned,unskill,1,N
664,0,some,paid,none,1,24,auto,2760,4,none,10+,4,36,free,skilled,1,Y
665,111,some,paid,none,1,48,auto,8487,1,none,7,2,24,owned,skilled,1,Y
666,181,none,delayed,some,1,18,busin,2169,4,none,4,2,28,owned,skilled,1,N
667,83,debt,paid,some,1,24,goods,1546,4,guarant,7,4,24,rent,unskill,1,N
668,107,debt,paid,some,1,24,goods,1603,4,none,10+,4,55,owned,skilled,1,Y
669,457,debt,paid,some,1,18,goods,3190,2,none,4,2,24,owned,skilled,1,N
670,201,debt,delayed,some,2,24,auto,6615,2,none,0,4,75,free,self,1,Y
671,264,none,paid,none,1,10,auto,2901,1,none,1,4,31,rent,skilled,1,Y
672,388,debt,delayed,some,2,12,auto,1344,4,none,4,2,43,owned,unskill,2,Y
673,57,debt,delayed,some,1,16,auto,2625,2,guarant,10+,4,43,rent,skilled,1,N
674,320,some,paid,some,1,27,busin,3915,4,none,4,2,36,owned,skilled,2,N
675,204,none,delayed,some,2,24,school,1597,4,none,10+,4,54,free,skilled,2,Y
676,95,none,paid,some,1,24,goods,2284,4,none,7,2,28,owned,skilled,1,Y
677,4,none,delayed,some,2,36,auto,6614,4,none,10+,4,34,owned,self,1,Y
678,398,some,paid,medium,1,9,auto,1437,2,none,7,3,29,owned,skilled,1,N
679,128,debt,paid,some,1,24,goods,3345,4,none,10+,2,39,rent,self,1,N
680,251,none,paid,some,2,24,school,937,4,none,1,3,27,owned,unskill,1,Y
681,10,debt,paid,some,1,24,auto,2924,3,guarant,4,4,63,owned,skilled,2,Y
682,510,debt,paid,some,1,48,auto,7763,4,none,10+,4,42,free,self,1,N
683,239,none,paid,none,1,12,auto,2390,4,none,10+,3,50,owned,skilled,1,Y
684,384,debt,paid,some,1,12,goods,2149,4,none,4,1,29,free,skilled,1,N
685,122,debt,paid,some,1,18,goods,1940,3,co-app,1,4,36,free,self,1,Y
686,27,none,delayed,none,1,7,goods,846,3,none,10+,4,36,free,skilled,1,Y
687,292,high,paid,some,1,15,goods,2327,2,none,1,3,25,owned,unskill,1,N
688,122,debt,paid,some,1,18,goods,1940,3,co-app,1,4,36,free,self,1,Y
689,481,some,paid,some,1,8,goods,760,4,guarant,7,2,44,owned,unskill,1,Y
690,297,debt,delayed,some,2,6,auto,609,4,none,7,3,37,owned,skilled,1,Y
691,64,none,delayed,some,2,18,goods,1800,4,none,4,2,24,owned,skilled,1,Y
692,401,some,delayed,medium,2,6,busin,1449,1,none,10+,2,31,owned,skilled,2,Y
693,446,none,delayed,some,2,6,goods,1740,2,none,10+,2,30,rent,skilled,1,Y
694,93,debt,paid,v.high,1,21,goods,3357,4,none,1,2,29,owned,skilled,1,Y
695,382,none,delayed,some,1,24,busin,3863,1,none,4,2,32,free,skilled,1,Y
696,90,debt,paid,some,1,48,busin,7685,2,guarant,7,4,37,rent,skilled,1,N
697,339,debt,delayed,none,2,10,goods,2132,2,co-app,1,3,27,rent,skilled,1,Y
698,330,debt,paid,some,1,12,goods,652,4,none,10+,4,24,rent,skilled,1,Y
699,257,none,delayed,some,2,24,goods,1585,4,none,7,3,40,owned,skilled,1,Y
700,234,debt,paid,some,1,30,auto,3857,4,none,4,4,40,owned,self,1,Y
701,98,debt,paid,medium,1,24,auto,2325,2,none,7,3,32,owned,skilled,1,Y
702,443,high,delayed,some,1,30,goods,3017,4,none,10+,4,47,owned,skilled,1,Y
703,80,none,delayed,none,2,18,goods,1169,4,none,4,3,29,owned,skilled,1,Y
704,364,some,paid,some,2,24,other,11328,2,co-app,4,3,29,owned,self,1,N
705,55,none,paid,high,1,12,auto,1386,2,none,4,2,26,owned,skilled,1,N
706,79,none,paid,none,1,12,auto,2445,2,none,1,4,26,rent,skilled,1,Y
707,453,none,paid,none,2,24,goods,5943,1,none,1,1,44,owned,skilled,1,N
708,299,some,paid,none,1,6,auto,14555,1,none,0,2,23,owned,none,1,N
709,502,some,paid,some,1,60,auto,14027,4,none,7,2,27,owned,self,1,N
710,145,some,paid,v.high,2,48,goods,10961,1,co-app,7,2,27,owned,skilled,1,N
711,495,high,delayed,some,2,6,auto,1343,1,none,10+,4,46,owned,skilled,2,Y
712,230,none,delayed,none,4,12,goods,930,4,none,10+,4,65,owned,skilled,1,Y
713,279,debt,delayed,some,3,18,auto,5302,2,none,10+,4,36,free,self,1,Y
714,72,debt,paid,none,1,24,auto,1371,4,none,4,4,25,rent,skilled,1,N
715,163,some,paid,some,1,12,goods,1534,1,none,1,1,23,rent,skilled,1,N
716,234,debt,paid,some,1,30,auto,3857,4,none,4,4,40,owned,self,1,Y
717,240,some,paid,some,1,48,goods,9960,1,none,1,2,26,owned,skilled,1,N
718,355,some,paid,some,1,6,goods,1068,4,none,10+,4,28,owned,skilled,2,Y
719,363,debt,delayed,some,1,40,school,5998,4,none,4,3,27,owned,skilled,1,N
720,11,none,delayed,none,2,24,auto,6842,2,none,4,4,46,owned,self,2,Y
721,29,none,paid,some,1,18,goods,2515,3,none,4,4,43,owned,skilled,1,Y
722,397,none,paid,some,2,18,busin,1950,4,none,7,1,34,owned,skilled,1,Y
723,63,none,delayed,some,2,18,auto,1055,4,none,1,1,30,owned,skilled,1,Y
724,214,debt,paid,some,1,9,goods,1364,3,none,7,4,59,owned,skilled,1,Y
725,285,none,paid,none,1,42,goods,7166,2,none,7,4,29,rent,skilled,1,Y
726,443,high,delayed,some,1,30,goods,3017,4,none,10+,4,47,owned,skilled,1,Y
727,79,none,paid,none,1,12,auto,2445,2,none,1,4,26,rent,skilled,1,Y
728,512,none,delayed,some,2,6,goods,1382,1,none,4,1,28,owned,skilled,1,Y
729,14,debt,paid,some,1,48,goods,3051,3,none,4,4,54,owned,skilled,1,N
730,308,debt,paid,some,1,12,goods,1858,4,none,1,1,22,rent,skilled,1,Y
731,487,none,paid,some,3,18,goods,3422,4,none,10+,4,47,owned,skilled,2,Y
732,490,debt,delayed,some,2,36,goods,2348,3,none,4,2,46,owned,skilled,1,Y
733,374,some,delayed,medium,1,12,auto,1995,4,none,1,1,27,owned,skilled,1,Y
734,57,debt,delayed,some,1,16,auto,2625,2,guarant,10+,4,43,rent,skilled,1,N
735,440,some,delayed,medium,1,24,auto,3878,4,none,1,2,37,owned,skilled,1,Y
736,22,none,delayed,none,2,12,school,3565,2,none,1,1,37,owned,unskill,2,Y
737,217,debt,paid,some,1,36,auto,9271,2,none,7,1,24,owned,skilled,1,N
738,495,high,delayed,some,2,6,auto,1343,1,none,10+,4,46,owned,skilled,2,Y
739,420,debt,delayed,some,1,36,school,6887,4,none,4,3,29,owned,skilled,1,N
740,253,none,delayed,some,2,18,goods,2404,2,none,4,2,26,owned,skilled,1,Y
741,388,debt,delayed,some,2,12,auto,1344,4,none,4,2,43,owned,unskill,2,Y
742,53,some,delayed,high,1,12,auto,2366,3,none,7,3,36,owned,self,1,Y
743,160,some,delayed,some,2,24,busin,1935,4,none,10+,4,31,owned,skilled,1,N
744,426,some,paid,some,1,24,auto,12579,4,none,10+,2,44,free,self,1,N
745,497,debt,delayed,some,2,36,school,8065,3,none,4,2,25,owned,self,1,N
746,431,none,paid,none,1,15,goods,1386,4,none,4,2,40,rent,skilled,1,Y
747,397,none,paid,some,2,18,busin,1950,4,none,7,1,34,owned,skilled,1,Y
748,73,some,paid,medium,1,15,repairs,2631,3,none,4,2,25,owned,unskill,1,Y
749,20,none,delayed,some,2,6,auto,6761,1,none,7,3,45,owned,self,2,Y
750,433,debt,paid,none,1,15,goods,1275,4,none,4,2,24,rent,skilled,1,N
751,463,none,paid,medium,1,6,auto,1204,4,none,4,1,35,rent,skilled,1,Y
752,50,some,paid,some,1,12,goods,625,4,guarant,1,1,26,owned,unskill,1,Y
753,345,none,paid,some,1,12,auto,1884,4,none,10+,4,39,owned,self,1,Y
754,436,debt,delayed,none,2,39,goods,14179,4,none,7,4,30,owned,self,1,Y
755,304,high,paid,some,1,12,goods,1881,2,none,4,2,44,rent,unskill,1,Y
756,392,none,delayed,some,2,15,goods,1471,4,none,4,4,35,free,skilled,1,Y
757,23,high,delayed,some,1,42,auto,4796,4,none,10+,4,56,free,skilled,1,Y
758,442,debt,paid,medium,1,6,auto,1203,3,none,10+,2,43,owned,skilled,1,Y
759,374,some,delayed,medium,1,12,auto,1995,4,none,1,1,27,owned,skilled,1,Y
760,58,none,delayed,none,2,24,busin,2978,4,none,4,4,32,owned,skilled,2,Y
761,344,none,delayed,some,2,33,busin,2764,2,none,4,2,26,owned,skilled,1,Y
762,416,none,paid,none,1,12,goods,2279,4,none,4,4,37,free,skilled,1,Y
763,27,none,delayed,none,1,7,goods,846,3,none,10+,4,36,free,skilled,1,Y
764,392,none,delayed,some,2,15,goods,1471,4,none,4,4,35,free,skilled,1,Y
765,249,debt,delayed,some,2,24,auto,2957,4,none,10+,4,63,owned,skilled,1,Y
766,350,some,delayed,v.high,2,15,repairs,1512,3,none,4,3,61,owned,skilled,1,N
767,245,some,delayed,medium,2,30,goods,1919,4,none,1,3,30,owned,self,1,N
768,240,some,paid,some,1,48,goods,9960,1,none,1,2,26,owned,skilled,1,N
769,155,none,delayed,some,1,30,goods,5954,3,co-app,7,2,38,owned,skilled,1,Y
770,99,none,paid,medium,1,10,auto,2848,1,co-app,4,2,32,owned,skilled,2,Y
771,213,none,delayed,v.high,2,18,goods,1582,4,none,10+,4,46,owned,skilled,1,Y
772,334,high,delayed,none,2,24,goods,3148,3,none,4,2,31,owned,skilled,1,Y
773,313,some,paid,medium,2,24,auto,3512,2,none,7,3,38,owned,skilled,1,Y
774,312,some,paid,none,1,12,goods,1484,2,none,4,1,25,owned,skilled,1,N
775,16,debt,paid,some,1,12,goods,1657,2,none,4,2,27,owned,skilled,1,Y
776,336,none,paid,some,2,36,goods,10974,4,none,0,2,26,owned,self,1,N
777,195,none,delayed,high,1,12,goods,1402,3,none,7,4,37,rent,skilled,1,Y
778,511,some,delayed,some,2,12,auto,3124,1,none,1,3,49,owned,unskill,2,Y
779,22,none,delayed,none,2,12,school,3565,2,none,1,1,37,owned,unskill,2,Y
780,100,some,delayed,none,3,15,goods,2728,4,guarant,7,2,35,owned,skilled,1,Y
781,396,some,paid,some,1,9,busin,1391,2,none,4,1,27,owned,skilled,1,Y
782,507,some,paid,some,2,36,school,2273,3,none,7,1,32,owned,skilled,2,Y
783,11,none,delayed,none,2,24,auto,6842,2,none,4,4,46,owned,self,2,Y
784,71,debt,delayed,some,2,12,auto,2171,4,none,4,4,38,owned,unskill,1,Y
785,94,none,delayed,some,2,18,auto,1028,4,none,4,3,36,owned,skilled,1,Y
786,14,debt,paid,some,1,48,goods,3051,3,none,4,4,54,owned,skilled,1,N
787,309,debt,paid,some,1,18,goods,3114,1,none,1,4,26,rent,skilled,1,N
788,29,none,paid,some,1,18,goods,2515,3,none,4,4,43,owned,skilled,1,Y
789,491,none,paid,medium,2,36,busin,5742,2,none,7,2,31,owned,skilled,1,Y
790,80,none,delayed,none,2,18,goods,1169,4,none,4,3,29,owned,skilled,1,Y
791,326,debt,paid,some,1,12,goods,1289,4,guarant,4,1,21,owned,unskill,1,Y
792,338,some,paid,some,1,18,auto,12976,3,none,0,4,38,free,self,1,N
793,206,debt,delayed,some,2,12,auto,691,4,none,10+,3,35,owned,skilled,1,N
794,491,none,paid,medium,2,36,busin,5742,2,none,7,2,31,owned,skilled,1,Y
795,439,none,delayed,some,2,33,auto,7253,3,none,7,2,35,owned,self,1,Y
796,479,debt,delayed,some,2,24,auto,1333,4,none,0,2,43,free,skilled,2,N
797,449,some,paid,some,1,10,goods,1521,4,none,4,2,31,owned,unskill,1,Y
798,41,some,paid,medium,1,18,busin,2622,4,none,4,4,34,owned,skilled,1,Y
799,141,none,paid,none,2,18,auto,6761,2,none,4,4,68,rent,skilled,1,N
800,181,none,delayed,some,1,18,busin,2169,4,none,4,2,28,owned,skilled,1,N
801,122,debt,paid,some,1,18,goods,1940,3,co-app,1,4,36,free,self,1,Y
802,241,some,delayed,some,2,36,busin,4455,2,none,4,2,30,owned,self,1,N
803,101,high,paid,some,1,12,busin,609,4,none,1,1,26,owned,none,1,N
804,293,none,delayed,some,2,24,other,6314,4,co-app,0,2,27,owned,self,1,Y
805,74,none,paid,none,1,36,school,9055,2,none,4,4,35,free,unskill,2,Y
806,273,debt,paid,some,1,6,auto,14896,1,none,10+,4,68,owned,self,1,N
807,474,debt,delayed,high,2,6,goods,338,4,none,10+,4,52,owned,skilled,1,Y
808,491,none,paid,medium,2,36,busin,5742,2,none,7,2,31,owned,skilled,1,Y
809,122,debt,paid,some,1,18,goods,1940,3,co-app,1,4,36,free,self,1,Y
810,205,some,paid,none,2,48,goods,3979,4,none,7,1,41,owned,skilled,2,Y
811,262,none,delayed,some,2,24,goods,1851,4,guarant,7,2,33,owned,skilled,1,Y
812,348,debt,delayed,some,2,12,auto,2122,3,none,4,2,39,rent,unskill,2,Y
813,363,debt,delayed,some,1,40,school,5998,4,none,4,3,27,owned,skilled,1,N
814,424,none,delayed,some,2,24,busin,8648,2,none,1,2,27,owned,skilled,1,N
815,54,debt,delayed,some,2,42,repairs,3394,4,co-app,0,4,65,owned,none,1,Y
816,230,none,delayed,none,4,12,goods,930,4,none,10+,4,65,owned,skilled,1,Y
817,485,none,paid,v.high,1,21,busin,1572,4,none,10+,4,36,owned,unskill,1,Y
818,203,some,delayed,some,1,36,auto,7432,2,none,4,2,54,rent,skilled,1,Y
819,496,none,delayed,medium,3,11,goods,1154,4,none,0,4,57,owned,unskill,1,Y
820,199,some,paid,some,1,6,goods,2063,4,none,1,3,30,rent,self,1,Y
821,185,some,delayed,none,2,15,goods,1537,4,guarant,10+,4,50,owned,skilled,1,Y
822,267,some,delayed,some,2,9,school,1501,2,none,10+,3,34,owned,self,1,N
823,342,some,paid,some,1,36,busin,1953,4,none,10+,4,61,free,self,1,N
824,367,debt,paid,some,1,9,auto,1422,3,none,1,2,27,free,self,1,N
825,190,debt,paid,some,1,12,auto,1372,2,none,7,3,36,owned,skilled,1,N
826,209,some,paid,some,1,12,school,1410,2,none,4,2,31,owned,unskill,1,Y
827,207,none,paid,none,1,15,goods,2186,1,none,7,4,33,rent,unskill,1,Y
828,471,high,paid,some,1,18,goods,3049,1,none,1,1,45,owned,unskill,1,Y
829,248,none,delayed,none,2,20,auto,3485,2,none,1,4,44,owned,skilled,1,Y
830,386,high,paid,some,1,36,goods,4473,4,none,10+,2,31,owned,skilled,1,Y
831,301,none,delayed,some,1,15,goods,1459,4,none,4,2,43,owned,unskill,1,Y
832,431,none,paid,none,1,15,goods,1386,4,none,4,2,40,rent,skilled,1,Y
833,16,debt,paid,some,1,12,goods,1657,2,none,4,2,27,owned,skilled,1,Y
834,216,debt,paid,some,1,18,goods,3509,4,guarant,7,1,25,owned,skilled,1,Y
835,365,debt,delayed,some,2,12,auto,2121,4,none,4,2,30,owned,skilled,1,Y
836,191,none,paid,some,1,12,busin,1542,2,none,7,4,36,owned,skilled,1,Y
837,271,some,delayed,some,1,18,goods,4297,4,none,10+,3,40,owned,self,1,N
838,176,some,paid,v.high,1,6,school,433,4,none,1,2,24,rent,skilled,2,N
839,61,none,paid,some,1,5,busin,3448,1,none,7,4,74,owned,unskill,1,Y
840,114,none,delayed,some,3,12,goods,717,4,none,10+,4,52,owned,skilled,1,Y
841,102,high,paid,some,1,12,auto,1330,4,none,1,1,26,owned,skilled,1,Y
842,243,none,paid,high,1,24,goods,3430,3,none,10+,2,31,owned,skilled,2,Y
843,91,debt,paid,some,1,12,goods,709,4,none,10+,4,57,owned,unskill,1,N
844,380,none,paid,medium,1,39,auto,8588,4,none,10+,2,45,owned,self,1,Y
845,29,none,paid,some,1,18,goods,2515,3,none,4,4,43,owned,skilled,1,Y
846,247,high,delayed,some,1,21,school,2319,2,none,1,1,33,rent,skilled,1,N
847,173,debt,paid,some,2,24,auto,1193,1,co-app,0,4,29,rent,none,1,N
848,207,none,paid,none,1,15,goods,2186,1,none,7,4,33,rent,unskill,1,Y
849,17,none,delayed,some,2,30,goods,5771,4,none,7,2,25,owned,skilled,1,Y
850,353,debt,delayed,medium,2,24,busin,1382,4,none,7,1,26,owned,skilled,1,Y
851,456,none,delayed,some,2,18,goods,1817,4,none,4,2,28,owned,skilled,1,Y
852,459,none,paid,medium,1,24,goods,1901,4,none,4,4,29,rent,self,1,Y
853,312,some,paid,none,1,12,goods,1484,2,none,4,1,25,owned,skilled,1,N
854,156,none,delayed,none,2,9,goods,3074,1,none,4,2,33,owned,skilled,2,Y
855,472,debt,paid,none,1,20,goods,2212,4,none,7,4,39,owned,skilled,1,Y
856,317,none,paid,none,1,21,auto,2476,4,none,10+,4,46,owned,self,1,Y
857,476,none,delayed,high,2,42,goods,4042,4,none,4,4,36,owned,skilled,1,Y
858,256,debt,paid,some,1,24,auto,3123,4,none,1,1,27,owned,skilled,1,N
859,6,none,delayed,none,2,30,goods,6742,2,none,7,3,36,owned,skilled,1,Y
860,254,some,delayed,some,2,45,goods,4746,4,none,1,2,25,owned,unskill,1,N
861,475,none,paid,none,2,36,busin,7409,3,none,10+,2,37,owned,skilled,1,Y
862,235,some,delayed,some,1,36,goods,2337,4,none,10+,4,36,owned,skilled,1,Y
863,506,some,delayed,some,1,11,goods,4771,2,none,7,4,51,owned,skilled,1,Y
864,285,none,paid,none,1,42,goods,7166,2,none,7,4,29,rent,skilled,1,Y
865,395,none,delayed,medium,2,21,goods,1591,4,none,7,3,34,owned,self,1,Y
866,423,debt,delayed,some,3,18,auto,3966,1,none,10+,4,33,rent,skilled,1,N
867,20,none,delayed,some,2,6,auto,6761,1,none,7,3,45,owned,self,2,Y
868,433,debt,paid,none,1,15,goods,1275,4,none,4,2,24,rent,skilled,1,N
869,150,high,paid,none,1,12,goods,1424,3,none,10+,4,55,owned,self,1,Y
870,122,debt,paid,some,1,18,goods,1940,3,co-app,1,4,36,free,self,1,Y
871,302,debt,paid,some,1,9,goods,1366,3,none,1,4,22,rent,skilled,1,N
872,64,none,delayed,some,2,18,goods,1800,4,none,4,2,24,owned,skilled,1,Y
873,419,debt,paid,some,1,24,auto,4817,2,co-app,7,3,31,owned,skilled,1,N
874,157,some,paid,some,2,12,goods,1092,4,guarant,4,4,49,owned,skilled,1,Y
875,500,debt,paid,some,1,30,goods,3108,2,none,1,4,31,owned,unskill,1,N
876,228,some,paid,some,1,8,goods,1414,4,guarant,4,2,33,owned,skilled,1,Y
877,121,high,paid,some,1,10,goods,1275,4,none,1,2,23,owned,skilled,1,Y
878,481,some,paid,some,1,8,goods,760,4,guarant,7,2,44,owned,unskill,1,Y
879,68,none,paid,medium,1,15,school,4623,3,none,4,2,40,owned,self,1,N
880,302,debt,paid,some,1,9,goods,1366,3,none,1,4,22,rent,skilled,1,N
881,173,debt,paid,some,2,24,auto,1193,1,co-app,0,4,29,rent,none,1,N
882,318,none,paid,some,1,36,school,1819,4,none,4,4,37,free,skilled,1,N
883,409,none,paid,none,1,22,auto,1283,4,none,7,4,25,rent,skilled,1,Y
884,372,some,paid,some,1,9,auto,5129,2,none,10+,4,74,free,self,2,N
885,172,debt,paid,v.high,2,30,goods,3622,4,none,10+,4,57,rent,skilled,1,Y
886,258,debt,delayed,some,3,6,auto,3676,1,none,4,3,37,rent,skilled,2,Y
887,326,debt,paid,some,1,12,goods,1289,4,guarant,4,1,21,owned,unskill,1,Y
888,357,debt,paid,some,1,24,busin,3161,4,none,4,2,31,rent,skilled,1,N
889,340,some,paid,medium,1,36,goods,9034,4,co-app,1,1,29,rent,self,1,N
890,292,high,paid,some,1,15,goods,2327,2,none,1,3,25,owned,unskill,1,N
891,374,some,delayed,medium,1,12,auto,1995,4,none,1,1,27,owned,skilled,1,Y
892,502,some,paid,some,1,60,auto,14027,4,none,7,2,27,owned,self,1,N
893,249,debt,delayed,some,2,24,auto,2957,4,none,10+,4,63,owned,skilled,1,Y
894,99,none,paid,medium,1,10,auto,2848,1,co-app,4,2,32,owned,skilled,2,Y
895,432,none,paid,some,1,6,goods,1595,3,none,7,2,51,owned,skilled,2,Y
896,335,none,delayed,some,1,48,school,6110,1,none,4,3,31,free,skilled,1,Y
897,220,none,delayed,some,2,18,auto,1530,3,none,4,2,32,owned,skilled,1,N
898,231,debt,paid,some,2,12,goods,6199,4,none,4,2,28,rent,skilled,1,N
899,188,none,delayed,none,1,12,goods,5801,2,none,10+,4,49,rent,skilled,1,Y
900,387,none,delayed,some,1,12,auto,926,1,none,0,2,38,owned,none,1,Y
901,413,none,delayed,some,1,12,goods,618,4,none,10+,4,56,owned,skilled,1,Y
902,362,debt,paid,some,1,14,auto,8978,1,none,10+,4,45,owned,self,1,N
903,268,high,paid,medium,1,21,auto,2923,1,none,4,1,28,owned,self,1,Y
904,419,debt,paid,some,1,24,auto,4817,2,co-app,7,3,31,owned,skilled,1,N
905,16,debt,paid,some,1,12,goods,1657,2,none,4,2,27,owned,skilled,1,Y
906,207,none,paid,none,1,15,goods,2186,1,none,7,4,33,rent,unskill,1,Y
907,377,high,paid,some,1,24,goods,5152,4,none,7,2,25,owned,skilled,1,Y
908,201,debt,delayed,some,2,24,auto,6615,2,none,0,4,75,free,self,1,Y
909,122,debt,paid,some,1,18,goods,1940,3,co-app,1,4,36,free,self,1,Y
910,77,debt,paid,some,2,12,auto,697,4,none,1,2,46,owned,skilled,1,N
911,294,none,delayed,some,2,12,busin,1412,4,guarant,4,2,29,owned,self,1,Y
912,192,some,paid,some,1,48,busin,6416,4,none,10+,3,59,rent,skilled,1,N
913,49,none,paid,high,1,39,auto,2569,4,none,4,4,24,owned,skilled,1,Y
914,304,high,paid,some,1,12,goods,1881,2,none,4,2,44,rent,unskill,1,Y
915,45,none,delayed,some,1,12,school,2096,2,none,7,3,49,owned,unskill,2,Y
916,239,none,paid,none,1,12,auto,2390,4,none,10+,3,50,owned,skilled,1,Y
917,297,debt,delayed,some,2,6,auto,609,4,none,7,3,37,owned,skilled,1,Y
918,394,some,paid,some,1,12,auto,2002,3,none,7,4,30,rent,skilled,2,Y
919,316,high,delayed,none,2,15,goods,1271,3,none,4,4,39,free,skilled,1,N
920,296,debt,paid,some,1,48,school,7476,4,none,7,1,50,free,self,1,Y
921,127,some,paid,some,1,12,goods,1331,2,none,1,1,22,owned,skilled,1,N
922,88,none,paid,none,1,30,auto,4811,2,none,7,4,24,rent,unskill,1,Y
923,443,high,delayed,some,1,30,goods,3017,4,none,10+,4,47,owned,skilled,1,Y
924,171,none,paid,medium,2,24,goods,3621,2,none,10+,4,31,owned,skilled,1,N
925,477,none,paid,some,1,15,goods,3568,4,none,10+,2,54,rent,self,1,Y
926,373,some,paid,v.high,1,12,auto,1318,4,none,10+,4,54,owned,skilled,1,Y
927,396,some,paid,some,1,9,busin,1391,2,none,4,1,27,owned,skilled,1,Y
928,273,debt,paid,some,1,6,auto,14896,1,none,10+,4,68,owned,self,1,N
929,306,none,paid,none,1,24,auto,9277,2,none,4,4,48,free,skilled,1,Y
930,492,some,paid,some,2,24,auto,11560,1,none,4,4,23,rent,self,1,N
931,348,debt,delayed,some,2,12,auto,2122,3,none,4,2,39,rent,unskill,2,Y
932,292,high,paid,some,1,15,goods,2327,2,none,1,3,25,owned,unskill,1,N
933,467,some,paid,some,2,27,busin,8318,2,none,10+,4,42,free,self,1,N
934,278,debt,paid,none,1,12,auto,900,4,none,4,2,23,owned,skilled,1,N
935,261,debt,paid,some,3,48,auto,10297,4,none,7,4,39,free,skilled,2,N
936,201,debt,delayed,some,2,24,auto,6615,2,none,0,4,75,free,self,1,Y
937,370,some,paid,some,1,18,goods,866,4,guarant,4,2,25,owned,unskill,1,Y
938,61,none,paid,some,1,5,busin,3448,1,none,7,4,74,owned,unskill,1,Y
939,439,none,delayed,some,2,33,auto,7253,3,none,7,2,35,owned,self,1,Y
940,499,debt,delayed,some,2,13,busin,1797,3,none,1,1,28,owned,unskill,1,Y
941,90,debt,paid,some,1,48,busin,7685,2,guarant,7,4,37,rent,skilled,1,N
942,215,some,paid,none,1,12,auto,2028,4,none,4,2,30,owned,skilled,1,Y
943,151,debt,delayed,some,2,8,auto,3398,1,none,7,4,39,owned,unskill,1,Y
944,75,none,delayed,medium,1,24,goods,2872,3,none,10+,4,36,owned,skilled,2,Y
945,234,debt,paid,some,1,30,auto,3857,4,none,4,4,40,owned,self,1,Y
946,58,none,delayed,none,2,24,busin,2978,4,none,4,4,32,owned,skilled,2,Y
947,84,debt,paid,none,1,24,auto,1381,4,none,4,2,35,owned,skilled,1,N
948,220,none,delayed,some,2,18,auto,1530,3,none,4,2,32,owned,skilled,1,N
949,328,some,paid,none,1,48,busin,12204,2,none,4,2,48,owned,self,1,Y
